Edad,Genero,Altura,Peso
50,Hombre,176,92
50,Hombre,180,98
50,Mujer,155,64
50,Mujer,158,78
50,Mujer,164,80
50,Mujer,164,84
50,Mujer,165,67
50,Mujer,165,79
50,Mujer,165,120
50,Mujer,166,77
50,Mujer,167,68
50,Mujer,168,75
50,Mujer,171,72
50,Hombre,169,65
50,Hombre,169,73.2
50,Hombre,172,80
50,Hombre,174,106
50,Hombre,185,78
50,Mujer,148,71
50,Mujer,149,55
50,Mujer,156,85
50,Mujer,156,114
50,Mujer,157,51
50,Mujer,158,112
50,Mujer,159,62
50,Mujer,160,69
50,Mujer,164,76
50,Mujer,165,66
50,Mujer,169,73
50,Mujer,169,82
50,Hombre,166,90
50,Hombre,171,85
50,Hombre,175,89
50,Hombre,180,74
50,Hombre,180,89
50,Hombre,198,102
50,Mujer,145,63
50,Mujer,150,70
50,Mujer,155,62
50,Mujer,156,53
50,Mujer,160,62
50,Mujer,162,60
50,Mujer,162,68
50,Mujer,162,71
50,Mujer,164,78
50,Mujer,165,71
50,Hombre,150,65
50,Hombre,162,54
50,Hombre,168,58
50,Hombre,169,59
50,Hombre,169,68
50,Hombre,171,92
50,Hombre,182,90
50,Mujer,150,61
50,Mujer,150,69
50,Mujer,153,61
50,Mujer,154,69
50,Mujer,156,84
50,Mujer,158,74
50,Mujer,158,88
50,Mujer,160,58
50,Mujer,160,76
50,Mujer,160,83
50,Mujer,161,59
50,Mujer,162,65
50,Mujer,162,82
50,Mujer,164,63
50,Mujer,165,62
50,Mujer,165,65
50,Mujer,167,70
50,Hombre,150,65
50,Hombre,170,70
50,Hombre,174,68
50,Mujer,149,44
50,Mujer,155,78
50,Mujer,158,56
50,Mujer,160,58
50,Mujer,160,65
50,Mujer,160,70
50,Mujer,161,60
50,Mujer,164,92
50,Hombre,160,72
50,Hombre,168,68
50,Hombre,168,72
50,Hombre,170,81
50,Hombre,170,93
50,Hombre,173,92
50,Hombre,174,74
50,Hombre,174,82
50,Hombre,176,78
50,Hombre,176,88
50,Hombre,178,85
50,Mujer,154,45
50,Mujer,158,68
50,Mujer,160,67
50,Mujer,160,70
50,Mujer,163,65
50,Mujer,164,81
50,Mujer,165,60
50,Mujer,165,103
50,Mujer,167,77
50,Mujer,167,88
50,Mujer,168,94
50,Mujer,173,69
50,Hombre,125,60
50,Hombre,158,54
50,Hombre,172,90
50,Mujer,151,64
50,Mujer,154,94
50,Mujer,156,70
50,Mujer,157,73
50,Mujer,157,74
50,Mujer,158,68
50,Mujer,158,88
50,Mujer,159,74
50,Mujer,160,60
50,Mujer,164,70
50,Mujer,167,69
50,Mujer,168,55
50,Mujer,168,59
50,Mujer,168,69
50,Mujer,168,78
50,Mujer,169,65
50,Mujer,170,70
50,Mujer,170,75
50,Hombre,160,60
50,Hombre,170,65
50,Hombre,170,65
50,Hombre,170,70
50,Hombre,175,85
50,Hombre,180,75
50,Hombre,180,98
50,Mujer,150,55
50,Mujer,156,53
50,Mujer,158,86
50,Mujer,165,60
50,Mujer,170,65
50,Mujer,170,110
50,Hombre,172,63
50,Hombre,172,76
50,Hombre,180,70
50,Hombre,185,89
50,Mujer,156,75
50,Mujer,157,76
50,Mujer,160,67
50,Mujer,161,63
50,Mujer,162,72
50,Mujer,166,70
50,Mujer,166,72
50,Mujer,168,62
50,Mujer,168,72
50,Mujer,169,67
50,Mujer,175,65
50,Hombre,162,56
50,Hombre,165,59
50,Hombre,168,65
50,Hombre,168,69
50,Hombre,168,75
50,Hombre,170,68
50,Hombre,171,78
50,Hombre,172,70
50,Hombre,175,85
50,Hombre,175,103
50,Hombre,176,68
50,Hombre,176,75
50,Mujer,154,112
50,Mujer,159,67
50,Mujer,160,60
50,Mujer,160,85
50,Mujer,161,61
50,Mujer,161,68
50,Mujer,161,68
50,Mujer,162,62
50,Mujer,162,64
50,Mujer,163,85
50,Mujer,165,68
50,Mujer,169,75
50,Mujer,170,70
50,Mujer,174,58
50,Mujer,176,58
50,Mujer,176,86
50,Hombre,160,58
50,Hombre,165,60
50,Hombre,176,61
50,Hombre,178,84
50,Hombre,178,97
50,Mujer,153,97
50,Mujer,158,52
50,Mujer,160,68
50,Mujer,160,77
50,Mujer,162,78
50,Mujer,163,98
50,Mujer,164,56
50,Mujer,164,86
50,Mujer,165,63
50,Mujer,165,80
50,Mujer,169,62
50,Hombre,166,75
50,Hombre,169,92.2
50,Hombre,170,73
50,Hombre,184,100
50,Mujer,153,57
50,Mujer,156,76
50,Mujer,157,92
50,Mujer,160,62
50,Mujer,160,67
50,Mujer,160,73
50,Mujer,160,74
50,Mujer,163,67
50,Mujer,164,61
50,Mujer,165,61
50,Mujer,165,68
50,Mujer,165,70
50,Mujer,165,78
50,Mujer,167,87
50,Mujer,170,75
50,Hombre,160,78
50,Hombre,165,65
50,Hombre,172,79
50,Hombre,175,92
50,Hombre,177,66
50,Hombre,184,95
50,Mujer,152,70
50,Mujer,154,76
50,Mujer,158,76
50,Mujer,159,63
50,Mujer,160,72
50,Mujer,161,79
50,Mujer,162,72
50,Mujer,162,73
50,Mujer,165,63
50,Mujer,165,64
50,Mujer,165,65
50,Mujer,165,69
50,Mujer,167,67
50,Mujer,170,70
50,Mujer,170,78
50,Hombre,172,79
50,Hombre,173,84
50,Hombre,175,83
50,Mujer,152,56
50,Mujer,152,75
50,Mujer,154,65
50,Mujer,156,60
50,Mujer,160,60
50,Mujer,164,60
50,Mujer,164,82
50,Mujer,167,73
50,Mujer,168,56
50,Mujer,169,57
50,Mujer,170,70
50,Hombre,169,65
50,Hombre,171,72
50,Hombre,178,79
50,Hombre,178,98
50,Mujer,156,77
50,Mujer,160,62
50,Mujer,165,56
50,Mujer,167,98
50,Hombre,162,65
50,Hombre,167,67
50,Hombre,168,78
50,Hombre,170,65
50,Hombre,172,80
50,Hombre,172,81
50,Hombre,174,72
50,Hombre,175,84
50,Hombre,178,75
50,Hombre,179,91
50,Hombre,190,85
50,Mujer,153,60
50,Mujer,156,90
50,Mujer,157,89
50,Mujer,158,58
50,Mujer,158,73
50,Mujer,159,62
50,Mujer,160,49
50,Mujer,160,70
50,Mujer,163,75
50,Mujer,163,102
50,Mujer,164,74
50,Mujer,166,70
50,Mujer,173,72
50,Hombre,174,80
50,Hombre,175,95
50,Hombre,179,87
50,Mujer,157,74
50,Mujer,159,50
50,Mujer,160,75
50,Mujer,162,76
50,Mujer,166,68
50,Mujer,167,68
50,Mujer,168,100
50,Mujer,168,168
50,Mujer,169,79
50,Mujer,171,69
50,Mujer,171,95
50,Hombre,169,75
50,Hombre,176,98
50,Mujer,156,81
50,Mujer,158,77
50,Mujer,159,86
50,Mujer,160,69
50,Mujer,161,82
50,Mujer,165,81
50,Mujer,166,49
50,Mujer,169,68
50,Mujer,169,84
50,Mujer,170,65
50,Mujer,170,80
50,Mujer,171,69
50,Mujer,174,80
50,Mujer,175,85
50,Mujer,178,68
50,Hombre,160,58
50,Hombre,170,68
50,Hombre,172,84
50,Hombre,178,50
50,Hombre,189,98
50,Mujer,145,48
50,Mujer,153,68
50,Mujer,155,74
50,Mujer,156,66
50,Mujer,157,58
50,Mujer,157,86
50,Mujer,160,78
50,Mujer,160,80
50,Mujer,161,115
50,Mujer,162,117
50,Mujer,163,75
50,Mujer,165,62
50,Mujer,165,68
50,Mujer,165,94
50,Mujer,169,62
50,Mujer,170,104
50,Hombre,161,60
50,Hombre,165,59
50,Hombre,167,74
50,Hombre,172,69
50,Hombre,174,92
50,Hombre,176,74
50,Hombre,178,75
50,Hombre,178,79
50,Mujer,148,71
50,Mujer,153,72
50,Mujer,154,70
50,Mujer,158,75
50,Mujer,159,78
50,Mujer,159,84
50,Mujer,162,67
50,Mujer,162,117
50,Mujer,167,62
50,Mujer,170,69
50,Mujer,174,77
50,Hombre,160,60
50,Hombre,165,59
50,Hombre,172,95
50,Hombre,174,77
50,Hombre,179,67
50,Mujer,149,56
50,Mujer,156,60
50,Mujer,156,74
50,Mujer,158,113
50,Mujer,159,80
50,Mujer,160,94
50,Mujer,162,66
50,Mujer,164,64
50,Mujer,164,66
50,Mujer,165,60
50,Mujer,174,92
50,Hombre,158,60
50,Hombre,164,78
50,Hombre,168,58
50,Hombre,176,65
50,Mujer,147,68
50,Mujer,154,101
50,Mujer,156,56
50,Mujer,161,55
50,Mujer,165,70
50,Mujer,167,68
50,Mujer,168,74
50,Mujer,168,80
50,Hombre,160,60
50,Hombre,168,68
50,Hombre,170,84
50,Hombre,175,84
50,Hombre,179,135
50,Hombre,182,81
50,Mujer,156,53
50,Mujer,158,58
50,Mujer,159,71
50,Mujer,159,79
50,Mujer,161,60
50,Mujer,165,63
50,Mujer,165,72
50,Mujer,167,59
50,Mujer,190,75
50,Hombre,165,70
50,Hombre,166,83
50,Hombre,167,54
50,Hombre,170,70
50,Hombre,170,80
50,Hombre,172,97
50,Hombre,178,78
50,Hombre,182,94
50,Hombre,190,73
50,Mujer,149,53
50,Mujer,153,90
50,Mujer,155,105
50,Mujer,156,71
50,Mujer,156,86
50,Mujer,157,52
50,Mujer,158,43
50,Mujer,160,111
50,Mujer,165,75
50,Mujer,165,89
50,Mujer,166,69
50,Mujer,174,67
50,Hombre,163,86
50,Hombre,170,70
50,Hombre,180,90
50,Mujer,156,58
50,Mujer,158,84
50,Mujer,159,99
50,Mujer,160,65
50,Mujer,160,68
50,Mujer,161,67
50,Mujer,165,80
50,Mujer,165,94
50,Mujer,169,64
50,Hombre,163,63
50,Hombre,164,59
50,Hombre,168,79
50,Hombre,170,70
50,Hombre,170,72
50,Hombre,170,75
50,Hombre,174,95
50,Hombre,179,89
50,Hombre,181,91
50,Mujer,157,65
50,Mujer,158,78
50,Mujer,159,131
50,Mujer,161,73
50,Mujer,163,80
50,Mujer,163,108
50,Mujer,164,108
50,Mujer,165,68
50,Mujer,166,77
50,Mujer,168,59
50,Mujer,170,68
50,Hombre,161,71
50,Hombre,168,86
50,Hombre,170,70
50,Hombre,170,103
50,Hombre,174,86
50,Mujer,154,54
50,Mujer,155,70
50,Mujer,158,65
50,Mujer,159,64
50,Mujer,163,88
50,Mujer,164,70
50,Mujer,165,66
50,Mujer,166,60
50,Mujer,168,71
50,Mujer,169,71
50,Mujer,170,60
50,Mujer,171,82
50,Mujer,175,78
50,Mujer,178,65
50,Hombre,152,70
50,Hombre,165,69
50,Hombre,170,65
50,Hombre,170,70
50,Hombre,170,100
50,Hombre,171,78
50,Hombre,180,104
50,Mujer,155,63
50,Mujer,156,59
50,Mujer,158,63
50,Mujer,158,67
50,Mujer,158,77
50,Mujer,158,80
50,Mujer,158,83
50,Mujer,159,62
50,Mujer,160,62
50,Mujer,160,63
50,Mujer,162,92
50,Mujer,163,56
50,Mujer,163,79
50,Mujer,165,60
50,Mujer,165,68
50,Hombre,175,88
50,Hombre,176,77
50,Hombre,176,90
50,Mujer,136,57
50,Mujer,150,82
50,Mujer,154,84
50,Mujer,160,60
50,Mujer,162,82
50,Mujer,163,67
50,Mujer,165,68
50,Mujer,165,68
50,Mujer,165,103
50,Mujer,170,68
50,Mujer,170,70
50,Mujer,170,100
50,Mujer,171,67
50,Mujer,186,80
50,Hombre,165,60
50,Hombre,168,80
50,Hombre,169,89
50,Hombre,172,70
50,Hombre,172,93
50,Hombre,178,78
50,Mujer,148,49
50,Mujer,151,58
50,Mujer,156,84
50,Mujer,157,79
50,Mujer,159,63
50,Mujer,160,62
50,Mujer,160,75
50,Mujer,164,67
50,Mujer,164,72
50,Mujer,170,75
50,Mujer,178,68
50,Hombre,160,60
50,Hombre,168,60
50,Hombre,170,86
50,Hombre,173,86
50,Hombre,192,83
50,Mujer,152,75
50,Mujer,157,70
50,Mujer,160,59
50,Mujer,160,60
50,Mujer,160,90
50,Mujer,162,67
50,Mujer,162,78
50,Mujer,162,80
50,Mujer,163,60
50,Mujer,164,67
50,Mujer,164,74
50,Mujer,164,118
50,Mujer,165,65
50,Mujer,165,88
50,Mujer,172,77
50,Mujer,174,130
50,Hombre,156,56
50,Hombre,164,105
50,Hombre,170,74
50,Hombre,175,86
50,Mujer,153,98
50,Mujer,155,70
50,Mujer,157,73
50,Mujer,159,62
50,Mujer,159,79
50,Mujer,160,60
50,Mujer,160,83
50,Mujer,161,69
50,Mujer,162,95
50,Mujer,163,63
50,Mujer,164,59
50,Mujer,164,62
50,Mujer,165,69
50,Mujer,166,89
50,Mujer,168,63
50,Hombre,167,73
50,Hombre,168,75
50,Hombre,169,66
50,Hombre,170,70
50,Hombre,172,77
50,Hombre,172,107
50,Hombre,173,85
50,Hombre,174,65
50,Mujer,156,54
50,Mujer,156,63
50,Mujer,159,66
50,Mujer,162,78
50,Mujer,163,64
50,Mujer,164,83
50,Mujer,164,107
50,Mujer,170,63
50,Mujer,172,67
50,Hombre,164,66
50,Hombre,178,72
50,Mujer,153,74
50,Mujer,154,56
50,Mujer,160,66
50,Mujer,160,70
50,Mujer,163,62
50,Mujer,165,65
50,Mujer,165,84
50,Mujer,167,60
50,Mujer,168,65
50,Mujer,168,93
50,Mujer,176,78
50,Hombre,156,64
50,Hombre,156,75
50,Hombre,165,65
50,Hombre,165,100
50,Hombre,166,75
50,Hombre,171,51
50,Hombre,180,80
50,Hombre,188,108
50,Mujer,152,81
50,Mujer,155,105
50,Mujer,157,67
50,Mujer,158,66
50,Mujer,160,65
50,Mujer,168,52
50,Mujer,169,64
50,Mujer,171,68
50,Mujer,172,95
50,Hombre,160,65
50,Hombre,161,69
50,Hombre,164,66
50,Hombre,165,65
50,Hombre,165,76
50,Hombre,169,70
50,Hombre,170,68
50,Hombre,171,74
50,Hombre,174,94
50,Hombre,179,91
50,Hombre,192,76
50,Mujer,150,54
50,Mujer,150,60
50,Mujer,152,55
50,Mujer,156,69
50,Mujer,157,53
50,Mujer,157,74
50,Mujer,160,101
50,Mujer,167,60
50,Mujer,168,69
50,Mujer,168,73
50,Mujer,174,71
50,Hombre,163,70
50,Hombre,163,79
50,Hombre,170,74
50,Mujer,149,75
50,Mujer,151,69
50,Mujer,152,89
50,Mujer,158,72
50,Mujer,158,80
50,Mujer,160,95
50,Mujer,164,75
50,Mujer,165,65
50,Mujer,165,90
50,Mujer,166,68
50,Mujer,173,73
50,Hombre,160,65
50,Hombre,161,58
50,Hombre,163,79
50,Hombre,168,65
50,Hombre,168,73
50,Hombre,168,79
50,Hombre,168,83
50,Hombre,175,85
50,Mujer,147,67
50,Mujer,150,58
50,Mujer,156,56
50,Mujer,158,84
50,Mujer,158,125
50,Mujer,161,90
50,Mujer,162,75
50,Mujer,165,73
50,Mujer,165,80
50,Mujer,165,82
50,Mujer,166,60
50,Mujer,167,75
50,Mujer,168,66
50,Mujer,170,65
50,Mujer,170,70
50,Mujer,170,91
50,Hombre,167,71
50,Hombre,168,76
50,Hombre,170,78
50,Hombre,172,78
50,Hombre,172,87
50,Hombre,176,87
50,Mujer,143,76
50,Mujer,156,62
50,Mujer,159,62
50,Mujer,163,50
50,Mujer,163,60
50,Mujer,165,65
50,Mujer,168,60
50,Mujer,169,67
50,Mujer,170,75
50,Mujer,174,69
50,Hombre,161,74
50,Hombre,163,54
50,Hombre,163,65
50,Hombre,167,64
50,Hombre,171,79
50,Hombre,171,92
50,Mujer,153,60
50,Mujer,157,49
50,Mujer,160,68
50,Mujer,161,64
50,Mujer,162,58
50,Mujer,163,70
50,Mujer,164,65
50,Mujer,166,50
50,Mujer,168,73
50,Mujer,169,75
50,Mujer,170,59
50,Mujer,170,81
50,Mujer,170,89
50,Hombre,170,75
50,Hombre,171,89
50,Hombre,172,75
50,Hombre,182,79
50,Mujer,151,53
50,Mujer,157,53
50,Mujer,161,74
50,Mujer,164,52
50,Mujer,164,68
50,Mujer,165,67
50,Mujer,165,83
50,Hombre,160,62
50,Hombre,165,58
50,Hombre,166,65
50,Hombre,170,90
50,Hombre,174,74
50,Mujer,158,68
50,Mujer,160,55
50,Mujer,160,63
50,Mujer,160,65
50,Mujer,160,68
50,Mujer,162,122
50,Mujer,165,65
50,Mujer,169,58
50,Mujer,182,65
50,Hombre,165,65
50,Hombre,168,72
50,Hombre,170,75
50,Hombre,171,75
50,Hombre,172,72
50,Hombre,172,87
50,Hombre,174,69
50,Hombre,174,72
50,Hombre,176,87
50,Hombre,179,80
50,Hombre,190,147
50,Mujer,154,61
50,Mujer,155,80
50,Mujer,156,104
50,Mujer,159,57
50,Mujer,159,68
50,Mujer,160,59
50,Mujer,166,68
50,Mujer,170,80
50,Mujer,177,72
50,Hombre,176,75
50,Hombre,178,102
50,Mujer,155,70
50,Mujer,156,74
50,Mujer,158,76
50,Mujer,158,95
50,Mujer,159,66
50,Mujer,160,98
50,Mujer,163,52
50,Mujer,163,68
50,Mujer,163,79
50,Mujer,165,63
50,Mujer,165,65
50,Mujer,165,74
50,Hombre,162,68
50,Hombre,170,99
50,Hombre,175,89
50,Mujer,150,67
50,Mujer,152,45
50,Mujer,153,61
50,Mujer,157,70
50,Mujer,158,61
50,Mujer,161,70
50,Mujer,162,66
50,Mujer,162,74
50,Mujer,165,68
50,Mujer,168,92
50,Mujer,169,72
50,Mujer,175,74
50,Hombre,167,70
50,Hombre,172,64
50,Hombre,181,89
50,Mujer,149,65
50,Mujer,155,92
50,Mujer,156,54
50,Mujer,156,63
50,Mujer,159,59
50,Mujer,159,119
50,Mujer,160,66
50,Mujer,160,66
50,Mujer,161,103
50,Mujer,164,71
50,Mujer,165,79
50,Mujer,169,98
50,Mujer,170,73
50,Mujer,172,84
50,Mujer,173,96
50,Hombre,165,76
50,Hombre,168,75
50,Hombre,169,69
50,Hombre,170,76
50,Hombre,171,104
50,Hombre,174,64
50,Hombre,174,65
50,Mujer,153,69
50,Mujer,157,88
50,Mujer,160,75
50,Mujer,162,68
50,Mujer,167,81
50,Hombre,157,54
50,Hombre,165,118
50,Hombre,167,77
50,Hombre,178,85
50,Hombre,180,75
50,Mujer,152,56
50,Mujer,152,65
50,Mujer,155,60
50,Mujer,155,70
50,Mujer,156,75
50,Mujer,157,83
50,Mujer,159,72
50,Mujer,160,60
50,Mujer,162,75
50,Mujer,164,68
50,Mujer,170,70
50,Mujer,170,74
50,Hombre,165,70
50,Hombre,167,59
50,Hombre,169,89
50,Hombre,170,94
50,Hombre,172,90
50,Hombre,176,99
50,Hombre,178,70
50,Mujer,148,51
50,Mujer,152,68
50,Mujer,153,73
50,Mujer,154,47
50,Mujer,154,66
50,Mujer,155,60
50,Mujer,155,82
50,Mujer,163,60
50,Mujer,163,78
50,Mujer,165,78
50,Mujer,167,100
50,Mujer,169,74
50,Mujer,170,69
50,Hombre,166,90
50,Hombre,181,78
50,Mujer,150,73
50,Mujer,154,58
50,Mujer,155,72
50,Mujer,157,83
50,Mujer,164,75
50,Mujer,165,98
50,Mujer,167,64
50,Mujer,167,67
50,Mujer,168,70
50,Mujer,169,79
50,Mujer,169,97
50,Mujer,178,78
50,Hombre,160,64
50,Hombre,161,75
50,Hombre,170,78
50,Hombre,174,86
50,Hombre,174,89
50,Mujer,110,90
50,Mujer,152,56
50,Mujer,152,76
50,Mujer,153,76
50,Mujer,154,66
50,Mujer,154,87
50,Mujer,155,75
50,Mujer,159,61
50,Mujer,160,44
50,Mujer,160,60
50,Mujer,160,86
50,Mujer,161,73
50,Mujer,165,68
50,Mujer,165,69
50,Mujer,170,63
50,Hombre,165,60
50,Hombre,172,76
50,Hombre,173,89
50,Hombre,178,82
50,Mujer,152,65
50,Mujer,154,63
50,Mujer,158,93
50,Mujer,159,59
50,Mujer,159,64
50,Mujer,160,55
50,Mujer,160,60
50,Mujer,165,68
50,Mujer,165,71
50,Mujer,165,74
50,Mujer,165,76
50,Mujer,166,92
50,Mujer,167,73
50,Mujer,174,72
50,Mujer,175,75
50,Hombre,162,56
50,Hombre,166,78
50,Hombre,166,93
50,Hombre,171,86
50,Mujer,152,50
50,Mujer,158,52
50,Mujer,159,108
50,Mujer,160,84
50,Mujer,162,66
50,Mujer,163,108
50,Mujer,164,66
50,Mujer,165,64
50,Mujer,165,65
50,Mujer,166,64
50,Mujer,168,70
50,Mujer,170,90
50,Hombre,159,66
50,Hombre,168,62
50,Hombre,168,70
50,Hombre,169,68
50,Hombre,170,57
50,Hombre,170,80
50,Hombre,176,96
50,Mujer,156,67
50,Mujer,159,91
50,Mujer,160,53
50,Mujer,160,62
50,Mujer,161,78
50,Mujer,162,51
50,Mujer,164,103
50,Mujer,165,73
50,Mujer,168,127
50,Mujer,169,69
50,Mujer,173,82
50,Mujer,174,52
50,Hombre,162,64
50,Hombre,165,72
50,Hombre,167,58
50,Hombre,170,73
50,Hombre,172,75
50,Hombre,174,101
50,Hombre,176,82
50,Hombre,180,85
50,Mujer,151,48
50,Mujer,160,68
50,Mujer,160,90
50,Mujer,161,73
50,Mujer,162,91
50,Mujer,170,77
50,Hombre,163,85
50,Hombre,165,65
50,Hombre,165,70
50,Hombre,168,101
50,Hombre,170,68
50,Hombre,170,80
50,Hombre,178,116
50,Hombre,179,65
50,Mujer,150,79
50,Mujer,153,53
50,Mujer,154,69
50,Mujer,155,63
50,Mujer,162,57
50,Mujer,165,65
50,Mujer,165,65
50,Mujer,168,74
50,Mujer,169,65
50,Hombre,163,64
50,Hombre,169,65
50,Hombre,173,92
50,Hombre,175,111
50,Mujer,148,61
50,Mujer,149,61
50,Mujer,152,58
50,Mujer,155,53
50,Mujer,157,59
50,Mujer,161,52
50,Mujer,162,79
50,Mujer,166,74
50,Mujer,167,74
50,Mujer,168,91
50,Hombre,161,80
50,Hombre,170,93
50,Hombre,172,68
50,Hombre,177,78
50,Hombre,178,76
50,Hombre,180,86
50,Hombre,186,68
50,Mujer,152,67
50,Mujer,153,63
50,Mujer,155,75
50,Mujer,157,70
50,Mujer,157,110
50,Mujer,159,64
50,Mujer,162,59
50,Mujer,163,60
50,Mujer,164,50
50,Mujer,164,59
50,Mujer,164,75
50,Mujer,164,94
50,Mujer,165,63
50,Mujer,165,72
50,Mujer,165,80
50,Mujer,166,68
50,Mujer,166,71
50,Mujer,167,67
50,Mujer,169,110
50,Mujer,170,62
50,Mujer,170,72
50,Hombre,170,65
50,Hombre,178,80
50,Mujer,161,78
50,Mujer,162,64
50,Mujer,162,83
50,Mujer,163,55
50,Mujer,164,70
50,Mujer,165,92
50,Mujer,168,70
50,Mujer,169,82
50,Mujer,170,94
50,Mujer,171,70
50,Mujer,173,72
50,Hombre,165,78
50,Hombre,170,74
50,Hombre,170,85
50,Hombre,172,86
50,Mujer,152,95
50,Mujer,155,63
50,Mujer,157,55
50,Mujer,158,60
50,Mujer,158,82
50,Mujer,160,55
50,Mujer,162,89
50,Mujer,164,52
50,Mujer,168,75
50,Mujer,170,85
50,Mujer,173,72
50,Mujer,177,74
50,Hombre,162,64
50,Hombre,165,88
50,Hombre,169,65
50,Hombre,179,86
50,Mujer,154,67
50,Mujer,156,58
50,Mujer,156,73
50,Mujer,156,82
50,Mujer,157,65
50,Mujer,158,71
50,Mujer,162,68
50,Mujer,170,62
50,Mujer,170,81
50,Mujer,170,123
50,Hombre,160,60
50,Hombre,161,82
50,Hombre,164,63
50,Hombre,165,62
50,Hombre,175,85
50,Hombre,183,88
50,Mujer,154,60
50,Mujer,155,80
50,Mujer,156,68
50,Mujer,158,61
50,Mujer,160,70
50,Mujer,160,84
50,Mujer,162,57
50,Mujer,162,97
50,Mujer,165,56
50,Mujer,166,65
50,Mujer,166,70
50,Hombre,160,74
50,Hombre,171,78
50,Hombre,184,106
50,Mujer,150,86
50,Mujer,156,74
50,Mujer,160,79
50,Mujer,162,62
50,Mujer,162,65
50,Mujer,163,60
50,Mujer,164,61
50,Mujer,165,79
50,Mujer,167,56
50,Mujer,167,87
50,Mujer,171,94
50,Mujer,173,108
50,Hombre,165,69
50,Hombre,166,84
50,Hombre,168,64
50,Hombre,168,66
50,Hombre,172,80
50,Hombre,173,89
50,Hombre,178,108
50,Mujer,156,56
50,Mujer,156,85
50,Mujer,158,52
50,Mujer,158,66
50,Mujer,160,62
50,Mujer,160,73
50,Mujer,162,89
50,Mujer,163,69
50,Mujer,163,69
50,Mujer,165,60
50,Mujer,165,75
50,Mujer,168,65
50,Mujer,168,65
50,Hombre,120,80
50,Hombre,167,54
50,Hombre,171,71
50,Hombre,173,80
50,Hombre,176,83
50,Hombre,185,75
50,Mujer,153,85
50,Mujer,159,57
50,Mujer,160,72
50,Mujer,160,83
50,Mujer,162,80
50,Mujer,165,52
50,Mujer,165,56
50,Mujer,165,105
50,Hombre,165,80
50,Hombre,171,60
50,Hombre,175,76
50,Hombre,176,102
50,Hombre,177,116
50,Hombre,179,84
50,Mujer,150,80
50,Mujer,156,52
50,Mujer,158,71
50,Mujer,159,86
50,Mujer,162,70
50,Mujer,163,59
50,Mujer,163,65
50,Mujer,163,78
50,Mujer,164,48
50,Mujer,165,75
50,Mujer,166,75
50,Mujer,170,70
50,Hombre,152,78
50,Hombre,160,78
50,Hombre,171,94
50,Mujer,158,65
50,Mujer,159,64
50,Mujer,160,57
50,Mujer,162,84
50,Mujer,164,64
50,Mujer,165,65
50,Mujer,168,65
50,Mujer,168,74
50,Mujer,170,70
50,Mujer,172,78
50,Hombre,164,58
50,Hombre,170,74
50,Hombre,170,75
50,Hombre,174,76
50,Hombre,175,66
50,Hombre,178,90
50,Mujer,152,80
50,Mujer,154,78
50,Mujer,156,94
50,Mujer,157,60
50,Mujer,157,64
50,Mujer,160,76
50,Mujer,164,74
50,Mujer,165,65
50,Mujer,165,69
50,Mujer,167,70
50,Mujer,168,53
50,Mujer,168,86
50,Mujer,169,69
50,Mujer,169,70
50,Mujer,178,86
50,Hombre,160,70
50,Hombre,174,54
50,Hombre,180,83
50,Hombre,185,80
50,Mujer,154,68
50,Mujer,158,58
50,Mujer,158,65
50,Mujer,163,70
50,Mujer,164,61
50,Mujer,165,98
50,Hombre,159,70
50,Hombre,165,65
50,Hombre,167,85
50,Hombre,168,87
50,Hombre,170,85
50,Hombre,170,89
50,Hombre,171,80
50,Hombre,172,65
50,Hombre,174,76
50,Hombre,174,78
50,Mujer,150,47
50,Mujer,151,53
50,Mujer,151,78
50,Mujer,155,80
50,Mujer,157,75
50,Mujer,158,57
50,Mujer,158,68
50,Mujer,159,74
50,Mujer,161,124
50,Mujer,162,98
50,Mujer,163,73
50,Mujer,165,75
50,Mujer,165,115
50,Mujer,167,78
50,Hombre,173,81
50,Hombre,174,109
50,Hombre,180,77
50,Hombre,185,111
50,Mujer,151,78
50,Mujer,155,83
50,Mujer,158,54
50,Mujer,158,75
50,Mujer,162,68
50,Mujer,164,73
50,Mujer,165,72
50,Mujer,165,73
50,Mujer,166,72
50,Mujer,170,88
50,Hombre,166,70
50,Hombre,170,60
50,Hombre,172,73
50,Hombre,175,70
50,Hombre,179,120
50,Mujer,167,60
50,Mujer,168,70
50,Mujer,170,62
50,Mujer,171,75
50,Hombre,165,65
50,Hombre,165,75
50,Hombre,167,68
50,Hombre,175,95
50,Mujer,158,65
50,Mujer,158,73
50,Mujer,160,60
50,Mujer,160,63
50,Mujer,160,76
50,Mujer,162,74
50,Mujer,163,74
50,Mujer,163,86
50,Mujer,166,78.2
50,Mujer,168,70
50,Mujer,169,71
50,Mujer,172,84
50,Mujer,179,98
50,Mujer,185,90
50,Hombre,165,65
50,Hombre,168,63
50,Hombre,169,59
50,Hombre,169,109
50,Hombre,185,94
50,Mujer,153,80
50,Mujer,153,97
50,Mujer,154,61
50,Mujer,155,63
50,Mujer,157,109
50,Mujer,158,60
50,Mujer,159,58
50,Mujer,159,85
50,Mujer,160,59
50,Mujer,160,76
50,Mujer,162,65
50,Mujer,162,71
50,Mujer,166,69
50,Mujer,170,73
50,Mujer,170,85
50,Hombre,168,70
50,Hombre,169,78
50,Hombre,170,83
50,Hombre,173,81
50,Mujer,154,80
